"Stichtagdatjahr","DatenstandCd","HAArtLevel1Sort","HAArtLevel1Cd","HAArtLevel1Lang","HASTWESort","HASTWECd","HASTWELang","RaumSort","RaumCd","RaumLang","AnzHA","HAPreisWohnflaeche","HAMedianPreis","HASumPreis"
2014,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse","20",10233,752500,19070000
2014,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard","6–8",6207,180000,1995000
2014,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5","212",12168,1150000,266441685
2014,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule","0",,,
2014,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss","212",12168,1150000,266441685
2014,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6","20-25",11056,912438,29909300
2014,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass","13",10400,1110000,15438000
2014,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass","12",12664,844719,14471300
2014,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7","98",13549,1710000,178511967
2014,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern","36",15148,2192500,84335500
2014,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen","19",12182,1300000,30462793
2014,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden","5",15000,1500000,8010000
2014,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon","38",11189,1497500,55703674
2014,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8","27",13722,1600000,48030000
2014,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld","5",14316,1360000,7965000
2014,"D",1,"22","Kauf",1,"J","Ja",82,"082","Mühlebach","8",13989,1267500,13025000
2014,"D",1,"22","Kauf",1,"J","Ja",83,"083","Weinegg","14",13557,1625000,27040000
2014,"D",1,"22","Kauf",1,"J","Ja",90,"9","Kreis 9","63",10291,910000,61772467
2014,"D",1,"22","Kauf",1,"J","Ja",91,"091","Albisrieden","18",7779,722500,13649475
2014,"D",1,"22","Kauf",1,"J","Ja",92,"092","Altstetten","45",10964,935000,48122992
2014,"D",1,"22","Kauf",1,"J","Ja",100,"10","Kreis 10","53",10526,1037000,58589961
2014,"D",1,"22","Kauf",1,"J","Ja",101,"101","Höngg","40",10609,1048500,45713411
2014,"D",1,"22","Kauf",1,"J","Ja",102,"102","Wipkingen","13-17",10521,1021550,12876550
2014,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11","88",7610,716500,62857002
2014,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern","21",8350,835000,19091754
2014,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon","25",8571,600000,16012000
2014,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach","42",7150,655000,27753248
2014,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12","41",9677,965000,40870922
2014,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen","18–20",10350,872500,17600000
2014,"D",1,"22","Kauf",1,"J","Ja",122,"122","Schwamendingen-Mitte","20",9287,1111000,22520922
2014,"D",1,"22","Kauf",1,"J","Ja",123,"123","Hirzenbach","1-3",7075,750000,750000
2015,"D",1,"22","Kauf",1,"J","Ja",0,"0","Ganze Stadt","850",11015,1160000,1100525659
2015,"D",1,"22","Kauf",1,"J","Ja",10,"1","Kreis 1","4",13523,1275000,4830000
2015,"D",1,"22","Kauf",1,"J","Ja",11,"011","Rathaus","1-3",12500,950000,950000
2015,"D",1,"22","Kauf",1,"J","Ja",12,"012","Hochschulen","1-3",11148,680000,680000
2015,"D",1,"22","Kauf",1,"J","Ja",13,"013","Lindenhof","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",14,"014","City","1–3",14545,1600000,K
2015,"D",1,"22","Kauf",1,"J","Ja",20,"2","Kreis 2","63",12644,1140000,82819406
2015,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen","22",11445,1135000,26270345
2015,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach","15-19",10238,1038000,15863000
2015,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge","26",13295,1245491,40686061
2015,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3","59-65",10882,1215000,69365269
2015,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon","45-49",10786,1280000,54935269
2015,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg","5",9636,625000,3160000
2015,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld","9",12000,1340000,11270000
2015,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4","63",14263,1632201,114633781
2015,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd","0",,,
2015,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse","58",14569,1720407,113248310
2015,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard","5",5896,175000,1385471
2015,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5","181",11429,1195000,231996803
2015,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule","1-3",10805,940000,940000
2015,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss","178-180",11462,1197500,231056803
2015,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6","94",9462,1172500,119981100
2015,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass","75",8923,1155000,91290000
2015,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass","19",14615,1650000,28691100
2015,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7","84",13390,1752500,155336864
2015,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern","40",14694,2042500,91921000
2015,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen","10",10497,1300000,14180000
2015,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden","6",14356,1532500,9395000
2015,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon","28",12185,1353250,39840864
2015,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8","35",13333,1638000,56530000
2015,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld","4",18800,1988066,7520000
2015,"D",1,"22","Kauf",1,"J","Ja",82,"082","Mühlebach","22",13417,1151430,35250000
2015,"D",1,"22","Kauf",1,"J","Ja",83,"083","Weinegg","9",12654,1650000,13760000
2015,"D",1,"22","Kauf",1,"J","Ja",90,"9","Kreis 9","49",9405,880000,48355326
2015,"D",1,"22","Kauf",1,"J","Ja",91,"091","Albisrieden","27",8303,750000,22605326
2015,"D",1,"22","Kauf",1,"J","Ja",92,"092","Altstetten","22",10219,1075000,25750000
2015,"D",1,"22","Kauf",1,"J","Ja",100,"10","Kreis 10","59",9300,870000,58152100
2015,"D",1,"22","Kauf",1,"J","Ja",101,"101","Höngg","34",10665,1000000,38420000
2015,"D",1,"22","Kauf",1,"J","Ja",102,"102","Wipkingen","25",8167,465000,19732100
2015,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11","132",8441,914772,135425012
2015,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern","26-30",7241,730500,18351300
2015,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon","36",11250,1555000,48975000
2015,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach","70",8392,950000,68098712
2015,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12","27",9182,800000,23100000
2015,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen","1–3",11903,1845000,K
2015,"D",1,"22","Kauf",1,"J","Ja",122,"122","Schwamendingen-Mitte","24–26",8689,780000,19410000
2015,"D",1,"22","Kauf",1,"J","Ja",123,"123","Hirzenbach","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",0,"0","Ganze Stadt","672",10947,1150000,888375698
2016,"D",1,"22","Kauf",1,"J","Ja",10,"1","Kreis 1","4",19007,600500,4471000
2016,"D",1,"22","Kauf",1,"J","Ja",11,"011","Rathaus","1–3",18810,545500,K
2016,"D",1,"22","Kauf",1,"J","Ja",12,"012","Hochschulen","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",13,"013","Lindenhof","2-6",19007,1690000,3380000
2016,"D",1,"22","Kauf",1,"J","Ja",14,"014","City","0",,,
2016,"D",1,"22","Kauf",1,"J","Ja",20,"2","Kreis 2","71",13261,1400000,108476561
2016,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen","22",12700,1690000,36615000
2016,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach","9",8671,750000,6876000
2016,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge","40",14631,1495000,64985561
2016,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3","32",12365,1035000,34959282
2016,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon","23",12551,1150000,27176282
2016,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg","1–3",12069,400000,K
2016,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld","6-10",11893,980000,6458000
2016,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4","20",6207,328035,12527000
2016,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd","1-3",9314,950000,950000
2016,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse","13",5970,332370,9730000
2016,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard","4–6",7069,205000,1847000
2016,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5","66",13102,1262000,96391000
2016,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule","9",9059,845000,7625000
2016,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss","57",13627,1390000,88766000
2016,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6","134",10000,1264000,183761000
2016,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass","117",9769,1245000,153218000
2016,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass","17",14625,1820000,30543000
2016,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7","85-97",14338,1680000,158660285
2016,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern","30-34",15425,1766000,59687000
2016,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen","16",20084,2425000,37726111
2016,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden","10",13905,1790000,16475000
2016,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon","29",13018,1445000,44772174
2016,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8","30-36",17548,1675000,62910000
2016,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld","2-6",16393,1705000,3410000
2016,"D",1,"22","Kauf",1,"J","Ja",82,"082","Mühlebach","25",17548,1650000,53655000
2016,"D",1,"22","Kauf",1,"J","Ja",83,"083","Weinegg","3-9",15342,1795000,5845000
2016,"D",1,"22","Kauf",1,"J","Ja",90,"9","Kreis 9","40-44",10266,900000,36071000
2016,"D",1,"22","Kauf",1,"J","Ja",91,"091","Albisrieden","13",8471,738000,9775000
2016,"D",1,"22","Kauf",1,"J","Ja",92,"092","Altstetten","27",10784,975000,26296000
2016,"D",1,"22","Kauf",1,"J","Ja",100,"10","Kreis 10","69",10703,925000,70582400
2016,"D",1,"22","Kauf",1,"J","Ja",101,"101","Höngg","17-26",10383,1400000,31835000
2016,"D",1,"22","Kauf",1,"J","Ja",102,"102","Wipkingen","43",10844,875000,38747400
2016,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11","104",8576,965000,106384170
2016,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern","44",8022,940000,41014500
2016,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon","20",10257,1050000,22512000
2016,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach","40",9791,955000,42857670
2016,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12","17",7946,1033000,13182000
2016,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen","1-3",6960,870000,870000
2016,"D",1,"22","Kauf",1,"J","Ja",122,"122","Schwamendingen-Mitte","5–7",5132,390000,2775000
2016,"D",1,"22","Kauf",1,"J","Ja",123,"123","Hirzenbach","9",9000,1121000,9537000
2017,"D",1,"22","Kauf",1,"J","Ja",0,"0","Ganze Stadt","546",12195,1287500,820960236
2017,"D",1,"22","Kauf",1,"J","Ja",10,"1","Kreis 1","6",14176,1330769,8410000
2017,"D",1,"22","Kauf",1,"J","Ja",11,"011","Rathaus","3–5",14176,1580000,7480000
2017,"D",1,"22","Kauf",1,"J","Ja",12,"012","Hochschulen","0",,,
2017,"D",1,"22","Kauf",1,"J","Ja",13,"013","Lindenhof","1-3",14308,930000,930000
2017,"D",1,"22","Kauf",1,"J","Ja",14,"014","City","0",,,
2017,"D",1,"22","Kauf",1,"J","Ja",20,"2","Kreis 2","41",14598,1805000,76412341
2017,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen","13",12789,1215000,21775000
2017,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach","4",8612,895000,3810000
2017,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge","24",15676,2021651,50827341
2017,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3","49",12588,1170000,65412000
2017,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon","8",11902,1220000,11215000
2017,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg","0",,,
2017,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld","41",12603,1170000,54197000
2017,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4","11",10957,325000,5487500
2017,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd","0",,,
2017,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse","1-3",11176,1520000,1520000
2017,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard","8–10",10084,307500,3967500
2017,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5","86",10960,1271600,117914166
2017,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule","2-6",11187,1632500,3265000
2017,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss","83–85",10909,1271600,114649166
2017,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6","53",12843,1480000,84346433
2017,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass","45",12571,1470000,67034333
2017,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass","8",16734,2350050,17312100
2017,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7","70",14013,1565000,130868795
2017,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern","25-29",16077,1580000,56994000
2017,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen","13",14356,1890000,29133795
2017,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden","6",16396,1950000,11610000
2017,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon","22",11124,1409000,33131000
2017,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8","34-40",17098,2483922,106950380
2017,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld","5",16590,1907880,10352880
2017,"D",1,"22","Kauf",1,"J","Ja",82,"082","Mühlebach","9",16786,3100000,38530000
2017,"D",1,"22","Kauf",1,"J","Ja",83,"083","Weinegg","20",18076,2502500,58067500
2017,"D",1,"22","Kauf",1,"J","Ja",90,"9","Kreis 9","28-34",9351,783500,24255110
2017,"D",1,"22","Kauf",1,"J","Ja",91,"091","Albisrieden","12",9285,750000,9303110
2017,"D",1,"22","Kauf",1,"J","Ja",92,"092","Altstetten","16",9588,930000,14952000
2017,"D",1,"22","Kauf",1,"J","Ja",100,"10","Kreis 10","50-56",10541,927500,59753560
2017,"D",1,"22","Kauf",1,"J","Ja",101,"101","Höngg","31",10556,950000,37472500
2017,"D",1,"22","Kauf",1,"J","Ja",102,"102","Wipkingen","19",10526,920000,22281060
2017,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11","110",11173,1064000,136170951
2017,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern","27",10532,900000,27049000
2017,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon","44-48",12608,1597500,72761112
2017,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach","35",9200,900000,36360839
2017,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12","8-16",9004,592500,4979000
2017,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen","1–3",8681,625000,K
2017,"D",1,"22","Kauf",1,"J","Ja",122,"122","Schwamendingen-Mitte","4",9615,677000,2824000
2017,"D",1,"22","Kauf",1,"J","Ja",123,"123","Hirzenbach","1-3",8385,545000,545000
2018,"D",1,"22","Kauf",1,"J","Ja",0,"0","Ganze Stadt","584",11696,1172000,766011287
2018,"D",1,"22","Kauf",1,"J","Ja",10,"1","Kreis 1","4-12",22031,1562500,5985000
2018,"D",1,"22","Kauf",1,"J","Ja",11,"011","Rathaus","2-6",17531,1100000,2200000
2018,"D",1,"22","Kauf",1,"J","Ja",12,"012","Hochschulen","1-3",20000,1200000,1200000
2018,"D",1,"22","Kauf",1,"J","Ja",13,"013","Lindenhof","1-3",34467,2585000,2585000
2018,"D",1,"22","Kauf",1,"J","Ja",14,"014","City","0",,,
2018,"D",1,"22","Kauf",1,"J","Ja",20,"2","Kreis 2","113",9966,1060123,140603671
2018,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen","89",9704,996000,99531171
2018,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach","7",9402,1100000,6800000
2018,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge","17",17454,2045000,34272500
2018,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3","67",12099,1250000,78049750
2018,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon","51",12216,1250000,60776990
2018,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg","3-9",12048,695431,1870000
2018,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld","13–15",13563,1420000,15402760
2018,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4","6",11395,1607000,8439000
2018,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd","0",,,
2018,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse","3–5",11565,1650000,8019000
2018,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard","1-3",5000,420000,420000
2018,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5","20",15161,1482500,34402000
2018,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule","2-6",9324,460000,920000
2018,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss","17–19",15566,1492500,33482000
2018,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6","49",13207,1589000,79987500
2018,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass","18",13831,1617500,30502000
2018,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass","31",13118,1589000,49485500
2018,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7","84",12204,1377500,135565505
2018,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern","14",16166,2250000,34083033
2018,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen","15",15594,1807143,31644339
2018,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden","4",11602,796667,4118333
2018,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon","51",11325,1260000,65719800
2018,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8","22",15642,1675000,42954298
2018,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld","1–3",16901,2400000,K
2018,"D",1,"22","Kauf",1,"J","Ja",82,"082","Mühlebach","6–8",16106,2225000,12065000
2018,"D",1,"22","Kauf",1,"J","Ja",83,"083","Weinegg","13",12687,1540000,24025000
2018,"D",1,"22","Kauf",1,"J","Ja",90,"9","Kreis 9","85",12073,1050000,95253568
2018,"D",1,"22","Kauf",1,"J","Ja",91,"091","Albisrieden","51",12027,1015000,57682818
2018,"D",1,"22","Kauf",1,"J","Ja",92,"092","Altstetten","34",12152,1060000,37570750
2018,"D",1,"22","Kauf",1,"J","Ja",100,"10","Kreis 10","40",11410,1100000,50404568
2018,"D",1,"22","Kauf",1,"J","Ja",101,"101","Höngg","27",10089,980490,34141790
2018,"D",1,"22","Kauf",1,"J","Ja",102,"102","Wipkingen","13",12361,1125000,16262778
2018,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11","74",9444,877500,71115427
2018,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern","27",8533,940000,24270000
2018,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon","15",11500,1050000,15665427
2018,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach","32",9132,710000,31180000
2018,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12","20",11059,1205000,23251000
2018,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen","1–3",10377,1100000,K
2018,"D",1,"22","Kauf",1,"J","Ja",122,"122","Schwamendingen-Mitte","17–19",11066,1310000,20241000
2018,"D",1,"22","Kauf",1,"J","Ja",123,"123","Hirzenbach","0",,,
2019,"D",1,"22","Kauf",1,"J","Ja",0,"0","Ganze Stadt","448",12622,1282500,633574414
2019,"D",1,"22","Kauf",1,"J","Ja",10,"1","Kreis 1","5",12857,379000,3969000
2019,"D",1,"22","Kauf",1,"J","Ja",11,"011","Rathaus","5",12857,379000,3969000
2019,"D",1,"22","Kauf",1,"J","Ja",12,"012","Hochschulen","0",,,
2019,"D",1,"22","Kauf",1,"J","Ja",13,"013","Lindenhof","0",,,
2019,"D",1,"22","Kauf",1,"J","Ja",14,"014","City","0",,,
2019,"D",1,"22","Kauf",1,"J","Ja",20,"2","Kreis 2","31",14851,1500000,50221500
2019,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen","14",13392,1400000,20789000
2019,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach","7",6517,665000,5565000
2019,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge","10",16672,2145000,23867500
2019,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3","17",10338,850000,16928861
2019,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon","11–15",12391,850000,11196000
2019,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg","1–3",8015,1050000,K
2019,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld","1–3",9130,630000,K
2019,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4","6",15160,1465000,9425060
2019,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd","1-3",14412,1470000,1470000
2019,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse","1–4",16996,1507530,7745060
2019,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard","1-3",7241,210000,210000
2019,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5","42-46",17623,1865000,89542800
2019,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule","14",18021,1807500,26005000
2019,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss","28-32",17470,1865000,63537800
2019,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6","38",13845,1292500,54828200
2019,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass","18-24",12356,981550,29190200
2019,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass","14",15843,1705000,25638000
2019,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7","100",15245,1550500,171497674
2019,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern","26",18183,1850000,52249000
2019,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen","11",14580,1500000,21259554
2019,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden","25",17073,1575000,44403000
2019,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon","38",12700,1430000,53586120
2019,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8","15",14427,1595000,27305000
2019,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld","0",,,
2019,"D",1,"22","Kauf",1,"J","Ja",82,"082","Mühlebach","6",17019,1895000,13920000
