"Stichtagdatjahr","DatenstandCd","HAArtLevel1Sort","HAArtLevel1Cd","HAArtLevel1Lang","HASTWESort","HASTWECd","HASTWELang","RaumSort","RaumCd","RaumLang","AnzHA","HAPreisWohnflaeche","HAMedianPreis","HASumPreis"
2019,"D",1,"22","Kauf",1,"J","Ja",83,"083","Weinegg","9",12602,1505000,13385000
2019,"D",1,"22","Kauf",1,"J","Ja",90,"9","Kreis 9","46",11200,1095000,52364000
2019,"D",1,"22","Kauf",1,"J","Ja",91,"091","Albisrieden","21",9740,882000,19558000
2019,"D",1,"22","Kauf",1,"J","Ja",92,"092","Altstetten","25",12339,1250000,32806000
2019,"D",1,"22","Kauf",1,"J","Ja",100,"10","Kreis 10","42-46",12141,1350000,63250000
2019,"D",1,"22","Kauf",1,"J","Ja",101,"101","Höngg","39",12376,1350000,52935000
2019,"D",1,"22","Kauf",1,"J","Ja",102,"102","Wipkingen","7",11905,1120000,10315000
2019,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11","72",9545,914567,68639068
2019,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern","38-42",9542,914567,35845000
2019,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon","14",13788,984242,13480000
2019,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach","20",9174,875519,19314068
2019,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12","30",11029,790000,25603251
2019,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen","1-3",9958,1175000,1175000
2019,"D",1,"22","Kauf",1,"J","Ja",122,"122","Schwamendingen-Mitte","26",10951,767500,20348251
2019,"D",1,"22","Kauf",1,"J","Ja",123,"123","Hirzenbach","1–3",12069,1380000,K
2020,"D",1,"22","Kauf",1,"J","Ja",0,"0","Ganze Stadt","553",13100,1245000,811644128
2020,"D",1,"22","Kauf",1,"J","Ja",10,"1","Kreis 1","10",15626,1185442,13965159
2020,"D",1,"22","Kauf",1,"J","Ja",11,"011","Rathaus","1–3",18000,1200000,K
2020,"D",1,"22","Kauf",1,"J","Ja",12,"012","Hochschulen","0",,,
2020,"D",1,"22","Kauf",1,"J","Ja",13,"013","Lindenhof","7–9",12675,1170884,9765159
2020,"D",1,"22","Kauf",1,"J","Ja",14,"014","City","0",,,
2020,"D",1,"22","Kauf",1,"J","Ja",20,"2","Kreis 2","111",12640,1285000,162802589
2020,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen","95",12704,1320000,138832589
2020,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach","9",8584,850000,7780000
2020,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge","7",18000,2400000,16190000
2020,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3","50",11207,832072,53253203
2020,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon","27",12275,749000,31354803
2020,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg","0",,,
2020,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld","23",11207,862437,21898400
2020,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4","4",10490,600000,2740000
2020,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd","0",,,
2020,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse","1-3",15882,1350000,1350000
2020,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard","1–3",6552,190000,K
2020,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5","27",17381,1700000,57782000
2020,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule","7",19467,1284800,9760000
2020,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss","20",17154,1850000,48022000
2020,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6","40",13852,1175000,58773205
2020,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass","25",12742,995000,26514833
2020,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass","15",15723,1980000,32258372
2020,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7","114",14366,1625000,233446783
2020,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern","22",18087,2387500,57097500
2020,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen","21",17167,2550000,59737000
2020,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden","16",17173,1970000,35365000
2020,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon","55-59",11977,1465000,81247283
2020,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8","23",18308,2025000,45472688
2020,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld","1-3",41594,2870000,2870000
2020,"D",1,"22","Kauf",1,"J","Ja",82,"082","Mühlebach","3-9",9751,990000,2950000
2020,"D",1,"22","Kauf",1,"J","Ja",83,"083","Weinegg","19",18472,2220000,39652688
2020,"D",1,"22","Kauf",1,"J","Ja",90,"9","Kreis 9","66",12396,717500,54184791
2020,"D",1,"22","Kauf",1,"J","Ja",91,"091","Albisrieden","22",10003,887500,19501967
2020,"D",1,"22","Kauf",1,"J","Ja",92,"092","Altstetten","44",12663,659559,34682825
2020,"D",1,"22","Kauf",1,"J","Ja",100,"10","Kreis 10","40-44",13467,1536500,60040000
2020,"D",1,"22","Kauf",1,"J","Ja",101,"101","Höngg","30",13207,1502500,43510000
2020,"D",1,"22","Kauf",1,"J","Ja",102,"102","Wipkingen","10",14542,1586500,16530000
2020,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11","58",10522,970000,59740711
2020,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern","17",10313,929000,18307469
2020,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon","19",13611,1225000,21278242
2020,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach","22-26",9442,885000,20155000
2020,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12","10",9646,1010000,9443000
2020,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen","2-6",12896,1035500,2071000
2020,"D",1,"22","Kauf",1,"J","Ja",122,"122","Schwamendingen-Mitte","5",8421,950000,4329000
2020,"D",1,"22","Kauf",1,"J","Ja",123,"123","Hirzenbach","3-9",9670,1025000,3043000
2021,"D",1,"22","Kauf",1,"J","Ja",0,"0","Ganze Stadt","820",13143,1233500,1153872571
2021,"D",1,"22","Kauf",1,"J","Ja",10,"1","Kreis 1","1–3",17862,490000,K
2021,"D",1,"22","Kauf",1,"J","Ja",11,"011","Rathaus","1–3",17862,490000,K
2021,"D",1,"22","Kauf",1,"J","Ja",12,"012","Hochschulen","0",,,
2021,"D",1,"22","Kauf",1,"J","Ja",13,"013","Lindenhof","0",,,
2021,"D",1,"22","Kauf",1,"J","Ja",14,"014","City","0",,,
2021,"D",1,"22","Kauf",1,"J","Ja",20,"2","Kreis 2","46",16354,1935000,95340798
2021,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen","29",16642,1970000,60723000
2021,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach","5",13100,1310000,6641000
2021,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge","12",18972,2604167,27976798
2021,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3","41",14198,1200000,52524830
2021,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon","21",14275,1540000,32526569
2021,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg","1-3",21379,620000,620000
2021,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld","17-19",9339,745455,19378261
2021,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4","45",12161,424565,30079802
2021,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd","1-3",22000,2200000,2200000
2021,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse","4–6",18336,1577500,8625000
2021,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard","31-38",11884,311788,19254802
2021,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5","29",17892,2050000,67394345
2021,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule","4",10479,1082213,4670345
2021,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss","25",17981,2210000,62724000
2021,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6","53",16125,1174500,67803032
2021,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass","32",16226,1270000,43100032
2021,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass","21",14231,724200,24703000
2021,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7","95",17434,1970000,208147462
2021,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern","30-34",18675,2020000,73229162
2021,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen","27–29",18813,2900000,82628300
2021,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden","1-3",20633,3260000,8440000
2021,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon","31-35",14208,1400000,43850000
2021,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8","18",20588,2205000,40020000
2021,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld","4",23640,1775000,9400000
2021,"D",1,"22","Kauf",1,"J","Ja",82,"082","Mühlebach","9",18966,2130000,16475000
2021,"D",1,"22","Kauf",1,"J","Ja",83,"083","Weinegg","5",21053,2750000,14145000
2021,"D",1,"22","Kauf",1,"J","Ja",90,"9","Kreis 9","59",13585,1375000,79012313
2021,"D",1,"22","Kauf",1,"J","Ja",91,"091","Albisrieden","31",14190,1400000,46272313
2021,"D",1,"22","Kauf",1,"J","Ja",92,"092","Altstetten","28",11795,1312687,32740000
2021,"D",1,"22","Kauf",1,"J","Ja",100,"10","Kreis 10","80",13800,1315000,105348676
2021,"D",1,"22","Kauf",1,"J","Ja",101,"101","Höngg","62",13452,1450000,84357676
2021,"D",1,"22","Kauf",1,"J","Ja",102,"102","Wipkingen","18",15820,1125000,20991000
2021,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11","341",11750,1153500,394450813
2021,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern","32",11082,985000,33854000
2021,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon","17",12835,990000,18854000
2021,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach","292",11724,1169250,341742813
2021,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12","11-19",10833,1155000,12770500
2021,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen","4-12",9849,1022500,4105000
2021,"D",1,"22","Kauf",1,"J","Ja",122,"122","Schwamendingen-Mitte","6",11344,1152500,6965500
2021,"D",1,"22","Kauf",1,"J","Ja",123,"123","Hirzenbach","1-3",9942,1700000,1700000
2022,"D",1,"22","Kauf",1,"J","Ja",0,"0","Ganze Stadt","654",14610,1419077,1069669116
2022,"D",1,"22","Kauf",1,"J","Ja",10,"1","Kreis 1","7",18966,982000,7912000
2022,"D",1,"22","Kauf",1,"J","Ja",11,"011","Rathaus","1–3",18966,550000,K
2022,"D",1,"22","Kauf",1,"J","Ja",12,"012","Hochschulen","0",,,
2022,"D",1,"22","Kauf",1,"J","Ja",13,"013","Lindenhof","1–3",38667,982000,K
2022,"D",1,"22","Kauf",1,"J","Ja",14,"014","City","1-3",11450,1500000,1500000
2022,"D",1,"22","Kauf",1,"J","Ja",20,"2","Kreis 2","161-165",11915,1235500,216007679
2022,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen","141",11882,1215000,174383679
2022,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach","6",9443,987583,6404000
2022,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge","14",19551,2350000,35220000
2022,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3","25",16371,2085000,47525226
2022,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon","20",16744,1965000,36149202
2022,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg","2-6",11595,2898012,5796024
2022,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld","3-9",20508,2420000,5580000
2022,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4","9",17368,1350000,14104000
2022,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd","0",,,
2022,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse","6–8",17965,1675000,10604000
2022,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard","1–3",13366,1200000,K
2022,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5","29",19412,1900000,59083176
2022,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule","4",11325,707474,3005258
2022,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss","25",19907,1950000,56077918
2022,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6","32",17213,1610000,62208912
2022,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass","15",15500,1340000,21113912
2022,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass","17",20000,2540000,41095000
2022,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7","135",17188,1926175,281506205
2022,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern","45",19365,2320000,112179812
2022,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen","17",19559,2500000,46510199
2022,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden","17",16618,1523521,30538294
2022,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon","56",15173,1585900,92277900
2022,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8","14-26",19660,2045000,31514000
2022,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld","1-3",40000,2400000,2400000
2022,"D",1,"22","Kauf",1,"J","Ja",82,"082","Mühlebach","4–6",19664,2342500,13820000
2022,"D",1,"22","Kauf",1,"J","Ja",83,"083","Weinegg","7",19167,1790000,15294000
2022,"D",1,"22","Kauf",1,"J","Ja",90,"9","Kreis 9","52",15174,1374525,72698089
2022,"D",1,"22","Kauf",1,"J","Ja",91,"091","Albisrieden","23",15140,1450000,34832935
2022,"D",1,"22","Kauf",1,"J","Ja",92,"092","Altstetten","29",15208,1302500,37865154
2022,"D",1,"22","Kauf",1,"J","Ja",100,"10","Kreis 10","93",14919,1630000,153695646
2022,"D",1,"22","Kauf",1,"J","Ja",101,"101","Höngg","79",15172,1640000,133027478
2022,"D",1,"22","Kauf",1,"J","Ja",102,"102","Wipkingen","14",13260,1434238,20668169
2022,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11","86",12691,1306500,110855493
2022,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern","24",10886,1306500,32487000
2022,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon","24",14928,1269500,27392882
2022,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach","38",13234,1340556,50975611
2022,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12","11-19",11906,970000,12558689
2022,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen","3–5",13235,1101845,5173689
2022,"D",1,"22","Kauf",1,"J","Ja",122,"122","Schwamendingen-Mitte","5",12946,725000,5473000
2022,"D",1,"22","Kauf",1,"J","Ja",123,"123","Hirzenbach","2-6",10953,956000,1912000
2023,"D",1,"22","Kauf",1,"J","Ja",0,"0","Ganze Stadt","633",15603,1455000,1023033205
2023,"D",1,"22","Kauf",1,"J","Ja",10,"1","Kreis 1","2-6",17573,760309,1520619
2023,"D",1,"22","Kauf",1,"J","Ja",11,"011","Rathaus","2-6",17573,760309,1520619
2023,"D",1,"22","Kauf",1,"J","Ja",12,"012","Hochschulen","0",,,
2023,"D",1,"22","Kauf",1,"J","Ja",13,"013","Lindenhof","0",,,
2023,"D",1,"22","Kauf",1,"J","Ja",14,"014","City","0",,,
2023,"D",1,"22","Kauf",1,"J","Ja",20,"2","Kreis 2","37",18053,1750000,66430300
2023,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen","24",18044,1730000,42392523
2023,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach","3-9",13200,1650000,4610000
2023,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge","10–12",20133,2040000,19427777
2023,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3","43",16875,1325000,66574578
2023,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon","31",17742,1389000,51017900
2023,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg","3-9",10395,751678,2136678
2023,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld","9–11",16875,1455000,13420000
2023,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4","10–12",12829,697500,9112000
2023,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd","1-3",17679,990000,990000
2023,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse","6",9868,855000,5985000
2023,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard","3–5",13834,464000,2137000
2023,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5","21",20000,1900000,43620677
2023,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule","1-3",24500,2940000,2940000
2023,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss","18–20",19798,1885000,40680677
2023,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6","29",18684,1780000,51011444
2023,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass","18",18222,1472797,28033444
2023,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass","11",21600,2277477,22978000
2023,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7","84",18178,1870000,171270921
2023,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern","14",20054,2357471,31795619
2023,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen","22",19268,2425000,55430000
2023,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden","5",21111,1880000,10280000
2023,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon","43",17586,1675000,73765302
2023,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8","44",21034,2188000,108830512
2023,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld","2-6",21921,3277006,6554012
2023,"D",1,"22","Kauf",1,"J","Ja",82,"082","Mühlebach","25",22917,2717069,66072500
2023,"D",1,"22","Kauf",1,"J","Ja",83,"083","Weinegg","16–18",18538,1965000,36204000
2023,"D",1,"22","Kauf",1,"J","Ja",90,"9","Kreis 9","132",13404,1153000,170648531
2023,"D",1,"22","Kauf",1,"J","Ja",91,"091","Albisrieden","43",13844,1250000,61361811
2023,"D",1,"22","Kauf",1,"J","Ja",92,"092","Altstetten","89",11866,1100000,109286720
2023,"D",1,"22","Kauf",1,"J","Ja",100,"10","Kreis 10","62",17129,1797500,118054252
2023,"D",1,"22","Kauf",1,"J","Ja",101,"101","Höngg","31",16228,1730000,52030809
2023,"D",1,"22","Kauf",1,"J","Ja",102,"102","Wipkingen","31",19261,2200000,66023443
2023,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11","118",12887,1230000,154699415
2023,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern","39",12125,1155000,47067275
2023,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon","26",13925,902500,30982747
2023,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach","53",13591,1345000,76649393
2023,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12","50-54",12851,1252500,61259955
2023,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen","3-9",12500,1101000,2951000
2023,"D",1,"22","Kauf",1,"J","Ja",122,"122","Schwamendingen-Mitte","44–48",12960,1255000,55465000
2023,"D",1,"22","Kauf",1,"J","Ja",123,"123","Hirzenbach","1–3",10377,1100000,K
2024,"D",1,"22","Kauf",1,"J","Ja",0,"0","Ganze Stadt","672",16667,1475000,1100600645
2024,"D",1,"22","Kauf",1,"J","Ja",10,"1","Kreis 1","5-15",19672,1700000,9005000
2024,"D",1,"22","Kauf",1,"J","Ja",11,"011","Rathaus","1-3",40179,2250000,2250000
2024,"D",1,"22","Kauf",1,"J","Ja",12,"012","Hochschulen","2-6",14281,1200000,2400000
2024,"D",1,"22","Kauf",1,"J","Ja",13,"013","Lindenhof","1-3",40846,2655000,2655000
2024,"D",1,"22","Kauf",1,"J","Ja",14,"014","City","1-3",13600,1700000,1700000
2024,"D",1,"22","Kauf",1,"J","Ja",20,"2","Kreis 2","52-58",19744,2057500,116271491
2024,"D",1,"22","Kauf",1,"J","Ja",21,"021","Wollishofen","28-32",19744,2127500,62509879
2024,"D",1,"22","Kauf",1,"J","Ja",23,"023","Leimbach","6",10460,1025000,6245000
2024,"D",1,"22","Kauf",1,"J","Ja",24,"024","Enge","18",22125,2120606,47516612
2024,"D",1,"22","Kauf",1,"J","Ja",30,"3","Kreis 3","23",18416,1750000,40610429
2024,"D",1,"22","Kauf",1,"J","Ja",31,"031","Alt-Wiedikon","17",18200,1750000,31050429
2024,"D",1,"22","Kauf",1,"J","Ja",33,"033","Friesenberg","1-3",16400,1640000,1640000
2024,"D",1,"22","Kauf",1,"J","Ja",34,"034","Sihlfeld","3–5",19802,1860000,7920000
2024,"D",1,"22","Kauf",1,"J","Ja",40,"4","Kreis 4","18",21095,1792500,32625000
2024,"D",1,"22","Kauf",1,"J","Ja",41,"041","Werd","9",20762,2300000,20095000
2024,"D",1,"22","Kauf",1,"J","Ja",42,"042","Langstrasse","6–8",21429,1450000,10210000
2024,"D",1,"22","Kauf",1,"J","Ja",44,"044","Hard","2-6",23829,1160000,2320000
2024,"D",1,"22","Kauf",1,"J","Ja",50,"5","Kreis 5","31",19307,1750000,59323000
2024,"D",1,"22","Kauf",1,"J","Ja",51,"051","Gewerbeschule","5",14203,723014,3900000
2024,"D",1,"22","Kauf",1,"J","Ja",52,"052","Escher Wyss","26",19796,1870000,55423000
2024,"D",1,"22","Kauf",1,"J","Ja",60,"6","Kreis 6","34",19656,2277500,69262750
2024,"D",1,"22","Kauf",1,"J","Ja",61,"061","Unterstrass","16",17842,2245000,32866000
2024,"D",1,"22","Kauf",1,"J","Ja",63,"063","Oberstrass","18",20335,2327500,36396750
2024,"D",1,"22","Kauf",1,"J","Ja",70,"7","Kreis 7","73",18750,1953148,153609125
2024,"D",1,"22","Kauf",1,"J","Ja",71,"071","Fluntern","10",18868,2200000,20664000
2024,"D",1,"22","Kauf",1,"J","Ja",72,"072","Hottingen","25",21067,2431000,63982931
2024,"D",1,"22","Kauf",1,"J","Ja",73,"073","Hirslanden","6-10",22648,2177500,22460000
2024,"D",1,"22","Kauf",1,"J","Ja",74,"074","Witikon","28",15724,1600000,46502194
2024,"D",1,"22","Kauf",1,"J","Ja",80,"8","Kreis 8","31",21923,1900000,69714000
2024,"D",1,"22","Kauf",1,"J","Ja",81,"081","Seefeld","5",19643,1750000,9140000
2024,"D",1,"22","Kauf",1,"J","Ja",82,"082","Mühlebach","14",22294,2011000,33039000
2024,"D",1,"22","Kauf",1,"J","Ja",83,"083","Weinegg","12",21755,2216500,27535000
2024,"D",1,"22","Kauf",1,"J","Ja",90,"9","Kreis 9","160",16722,1354572,214513150
2024,"D",1,"22","Kauf",1,"J","Ja",91,"091","Albisrieden","118",16761,1344786,153957681
2024,"D",1,"22","Kauf",1,"J","Ja",92,"092","Altstetten","42",15173,1402500,60555469
2024,"D",1,"22","Kauf",1,"J","Ja",100,"10","Kreis 10","80",14286,1540000,124843973
2024,"D",1,"22","Kauf",1,"J","Ja",101,"101","Höngg","60",15134,1567644,97050657
2024,"D",1,"22","Kauf",1,"J","Ja",102,"102","Wipkingen","20",10376,1267263,27793316
2024,"D",1,"22","Kauf",1,"J","Ja",110,"11","Kreis 11","135",13800,1160000,169206399
2024,"D",1,"22","Kauf",1,"J","Ja",111,"111","Affoltern","25-29",12962,990000,25937342
2024,"D",1,"22","Kauf",1,"J","Ja",115,"115","Oerlikon","41",15652,1354850,53426272
2024,"D",1,"22","Kauf",1,"J","Ja",119,"119","Seebach","69",14138,1307000,89842784
2024,"D",1,"22","Kauf",1,"J","Ja",120,"12","Kreis 12","30",13759,1252500,41616329
2024,"D",1,"22","Kauf",1,"J","Ja",121,"121","Saatlen","2-6",10644,886875,1773750
2024,"D",1,"22","Kauf",1,"J","Ja",122,"122","Schwamendingen-Mitte","27",13902,1275000,37873348
2024,"D",1,"22","Kauf",1,"J","Ja",123,"123","Hirzenbach","1-3",10151,1969231,1969231
